Time (ms), Relative Humidity (percent)
295502,40.65625
296043,40.6455078125
296527,40.6455078125
297026,40.6240234375
297502,40.61328125
298002,40.6455078125
298502,40.6025390625
299002,40.603515625
299570,40.6044921875
300100,40.6796875
300600,40.615234375
301079,41.076171875
301599,40.603515625
302059,40.7431640625
302502,40.59375
303058,40.583984375
303527,40.572265625
304097,40.5625
304502,40.5634765625
305002,40.564453125
305606,40.54296875
306002,40.5537109375
306605,40.564453125
307095,40.5537109375
307505,40.56640625
308002,40.5654296875
308526,40.5537109375
309031,40.5771484375
309603,40.578125
310046,40.5673828125
310502,40.56640625
311026,40.5361328125
311541,40.5341796875
312041,40.826171875
312603,40.5361328125
313100,40.5576171875
313600,40.5478515625
314026,40.3759765625
314526,40.5361328125
315002,40.52734375
315578,40.5361328125
316078,40.04296875
316502,40.505859375
317002,40.484375
317502,40.4951171875
318106,41.001953125
318526,40.4970703125
319065,40.46484375
319526,40.4755859375
320085,40.443359375
320604,40.466796875
321074,40.443359375
321593,40.4326171875
322027,40.4228515625
322502,40.423828125
323002,40.4130859375
323502,40.4130859375
324002,40.3935546875
324591,40.3935546875
325002,40.3935546875
325526,40.3720703125
326100,40.361328125
326502,40.3515625
327030,40.5234375
327505,40.3525390625
328062,40.3310546875
328608,40.3310546875
329002,40.3310546875
329502,40.3525390625
330002,40.3212890625
330607,40.33203125
331070,40.33203125
331576,40.33203125
332002,40.4404296875
332595,40.3212890625
333002,40.322265625
333604,40.333984375
334027,40.3125
334502,40.3232421875
335002,40.32421875
335502,40.314453125
336002,40.314453125
336602,40.314453125
337027,40.787109375
337571,40.3251953125
338071,40.3037109375
338502,40.2841796875
339100,40.294921875
339600,40.294921875
340002,40.3056640625
340502,40.2734375
341026,40.2744140625
341558,40.275390625
342027,40.25390625
342558,40.2646484375
343026,40.232421875
343577,40.232421875
344026,40.2333984375
344606,40.2216796875
345027,39.9853515625
345502,40.2119140625
346026,40.1904296875
346526,40.201171875
347018,40.1796875
347505,40.1904296875
348047,40.1806640625
348547,40.181640625
349031,40.16015625
349502,40.1708984375
350046,40.021484375
350502,40.16015625
351041,40.0966796875
351502,40.1611328125
352104,40.2919921875
352502,40.1201171875
353002,40.15234375
353502,40.15234375
354099,40.142578125
354526,40.1318359375
355026,40.1318359375
355526,40.1748046875
356107,40.1328125
356502,40.1328125
357046,40.08984375
357502,40.1650390625
358027,40.1005859375
358605,40.08984375
359045,40.068359375
359502,40.068359375
360002,39.9189453125
360604,40.0478515625
361002,40.05859375
361603,40.0390625
362043,40.0390625
362502,40.02734375
363002,39.99609375
363526,39.99609375
364002,39.9970703125
364526,39.9755859375
365101,39.9658203125
365600,39.9765625
366100,39.986328125
366502,39.93359375
367005,39.955078125
367578,39.859375
368002,39.9453125
368530,39.923828125
369002,39.9345703125
369597,39.9140625
370026,40.4091796875
370580,40.1826171875
371026,39.92578125
371545,39.9140625
372045,39.9912109375
372502,39.83984375
373002,39.916015625
373604,39.916015625
374002,39.916015625
374502,39.89453125
375093,39.916015625
375527,39.9072265625
376002,39.8857421875
376562,39.9072265625
377101,39.908203125
377561,39.3701171875
378002,39.8984375
378526,39.8876953125
379100,39.8779296875
379502,39.8779296875
380002,39.962890625
380579,39.845703125
381026,39.833984375
381608,39.8232421875
382098,39.833984375
382607,39.8134765625
383107,39.8134765625
383502,39.7919921875
384106,39.630859375
384502,39.78125
385002,39.912109375
385545,39.76171875
386075,39.611328125
386527,39.76171875
387005,39.7509765625
387593,39.7509765625
388046,39.740234375
388593,39.73046875
389102,39.7314453125
389602,39.720703125
390002,39.7421875
390502,39.7431640625
391027,39.720703125
391561,39.7314453125
392104,39.732421875
392590,39.7109375
393093,39.7109375
393502,39.689453125
394026,39.689453125
394548,39.6484375
395027,39.6796875
395526,39.69140625
396107,39.6796875
396567,39.314453125
397106,39.6806640625
397606,40.3701171875
398002,39.6708984375
398605,39.671875
399014,39.6611328125
399544,39.669921875
400026,39.662109375
400594,39.6513671875
401026,39.662109375
401502,39.6513671875
402043,39.6416015625
402582,39.6298828125
403014,39.673828125
403582,39.642578125
404002,39.6318359375
404502,39.609375
405040,39.62109375
405526,39.599609375
406002,39.599609375
406539,39.58984375
407099,39.58984375
407502,39.58984375
408005,39.58984375
408588,39.578125
409030,39.515625
409607,39.591796875
410051,39.2578125
410580,39.720703125
411002,39.5703125
411502,39.591796875
412027,39.560546875
412545,39.548828125
413002,39.5615234375
413502,39.55078125
414002,39.55078125
414502,39.5078125
415103,39.529296875
415543,39.4111328125
416082,39.498046875
416602,39.5087890625
417002,39.5087890625
417541,39.4765625
418002,39.4765625
418502,39.4658203125
419002,39.4658203125
419502,39.4462890625
420039,39.4658203125
420599,39.435546875
421002,39.5
421502,39.4462890625
422078,39.4248046875
422502,39.4375
423107,39.4248046875
423502,39.4375
424002,39.4375
424527,39.416015625
425095,39.416015625
425565,39.330078125
426045,39.4287109375
426502,39.4169921875
427026,39.5888671875
427502,39.41796875
428029,39.4169921875
428543,39.4169921875
429046,39.4287109375
429612,39.837890625
430030,39.5908203125
430581,39.3759765625
431053,39.3857421875
431565,39.3984375
432002,39.3662109375
432526,39.35546875
433026,39.3662109375
433502,39.3349609375
434113,39.345703125
434526,39.32421875
435088,39.1630859375
435526,39.314453125
436002,39.3154296875
436567,39.326171875
437026,39.3037109375
437576,39.3037109375
438026,39.2822265625
438545,39.2724609375
439095,39.2822265625
439502,39.2939453125
440104,39.2734375
440604,39.251953125
441027,39.2744140625
441527,39.4462890625
442002,39.275390625
442502,39.25390625
443042,39.2529296875
443527,39.2216796875
444042,39.2431640625
444571,39.220703125
445002,39.2216796875
445526,39.2109375
446002,39.2216796875
446526,39.22265625
447099,39.212890625
447527,39.76171875
448002,39.2021484375
448502,39.201171875
449031,39.2021484375
449531,38.8681640625
450030,39.19140625
450502,39.19140625
451026,38.9990234375
451526,39.2021484375
452002,39.203125
452526,39.193359375
453065,39.193359375
453502,39.2041015625
454002,39.0966796875
454502,39.162109375
455026,39.1728515625
455526,39.1513671875
456002,39.1513671875
456552,39.1533203125
457026,39.1416015625
457502,39.12109375
458081,39.142578125
458526,39.130859375
459060,39.130859375
459600,39.12109375
460100,39.1103515625
460579,39.0888671875
461002,39.078125
461502,39.06640625
462078,39.068359375
462597,38.8427734375
463002,39.037109375
463527,39.046875
464027,39.037109375
464502,39.0478515625
465002,39.0478515625
465502,39.0595703125
466002,38.7578125
466514,39.0390625
467094,39.0498046875
467502,39.0390625
468005,38.8779296875
468502,39.02734375
469083,39.02734375
469563,39.0283203125
470102,39.0283203125
470582,39.017578125
471101,39.0185546875
471555,39.0078125
472104,38.998046875
472502,39.24609375
473094,38.771484375
473604,38.6005859375
474002,38.98828125
474526,38.9765625
475098,38.9345703125
475502,38.966796875
476002,39.140625
476526,39.0966796875
477097,38.9462890625
477547,38.947265625
478106,39.0126953125
478566,38.9365234375
479105,38.947265625
479575,38.9365234375
480002,38.916015625
480526,38.92578125
481064,39.25
481564,38.77734375
482044,38.916015625
482502,38.8623046875
483026,38.9599609375
483526,38.90625
484027,38.8955078125
484526,38.9072265625
485041,38.908203125
485591,38.908203125
486002,38.8984375
486502,38.9091796875
487100,38.984375
487502,38.888671875
488002,38.8984375
488526,38.876953125
489030,38.779296875
489531,38.85546875
490060,38.8544921875
490502,38.8564453125
491031,38.91015625
491526,38.8564453125
492099,38.857421875
492610,38.84765625
493002,38.8583984375
493502,38.826171875
494002,38.826171875
494526,38.8046875
495026,38.8046875
495526,38.8056640625
496002,38.826171875
496603,38.8056640625
497026,38.8056640625
497592,38.8173828125
498002,38.8056640625
498502,38.8173828125
499051,38.8173828125
499502,38.7958984375
500027,38.796875
500502,38.775390625
501026,38.796875
501526,38.7646484375
502059,38.7646484375
502502,38.77734375
503002,38.6474609375
503502,38.77734375
504002,38.7666015625
504597,38.7451171875
505026,38.74609375
505502,38.755859375
506106,38.7578125
506545,38.74609375
507027,38.7353515625
507502,38.74609375
508005,38.7138671875
508526,38.7255859375
509104,38.7041015625
509517,38.7041015625
510002,38.84375
510502,38.6943359375
511105,38.68359375
511576,38.6728515625
512105,38.68359375
512595,38.68359375
513026,38.662109375
513580,38.6728515625
514002,38.70703125
514569,38.6748046875
515002,38.6533203125
515502,38.6640625
516027,38.6748046875
516502,38.6640625
517098,38.6640625
517526,38.6533203125
518097,38.6748046875
518586,38.6533203125
519106,38.6435546875
519502,38.6328125
520002,38.623046875
520575,38.6337890625
521002,38.580078125
521526,38.9140625
522026,38.61328125
522502,38.61328125
523026,38.6025390625
523514,38.560546875
524026,38.5927734375
524502,38.59375
525102,38.4111328125
525526,38.5615234375
526041,38.3564453125
526502,38.5712890625
527061,38.5830078125
527590,38.5830078125
528002,38.595703125
528599,38.583984375
529002,38.5947265625
529579,38.5517578125
530109,38.607421875
530531,38.5537109375
531026,38.54296875
531547,38.54296875
532027,38.5322265625
532611,38.466796875
533080,38.251953125
533546,38.5205078125
534027,38.48828125
534502,38.5
535002,38.4892578125
535584,38.4677734375
536014,38.4580078125
536502,38.3935546875
537103,38.4697265625
537563,38.48046875
538026,38.458984375
538602,38.46875
539026,38.4580078125
539502,38.4482421875
540002,38.4599609375
540600,38.4599609375
541101,38.708984375
541560,38.4501953125
542040,38.73046875
542502,38.439453125
543059,38.439453125
543539,38.4404296875
544002,38.4072265625
544527,38.4833984375
545002,38.439453125
545607,38.41796875
546107,38.4091796875
546526,38.419921875
547002,38.4091796875
547502,38.3984375
548002,38.3984375
548595,38.3779296875
549094,38.3564453125
549505,38.388671875
550047,38.376953125
550531,38.4326171875
551002,38.37890625
551502,38.3466796875
552002,38.37890625
552596,38.357421875
553027,38.34765625
553605,38.3349609375
554027,38.34765625
554502,38.326171875
555002,38.314453125
555502,38.3046875
556026,38.31640625
556526,38.2939453125
557026,38.326171875
557502,38.2841796875
558002,38.2958984375
558502,38.2939453125
559002,38.283203125
559502,38.2841796875
560107,38.28515625
560576,38.28515625
561046,38.28515625
561575,38.404296875
562027,38.296875
562526,38.2861328125
563026,38.2744140625
563502,38.2861328125
564104,38.16796875
564543,38.3623046875
565002,38.2646484375
565526,38.27734375
566092,38.2646484375
566526,38.255859375
567002,38.255859375
567526,38.2451171875
568027,37.7705078125
568502,38.224609375
569029,38.2236328125
569502,38.212890625
570030,38.234375
570542,38.2138671875
571002,38.203125
571526,38.1923828125
572002,38.203125
572582,38.2578125
573002,38.203125
573611,38.2041015625
574057,38.2900390625
574610,38.291015625
575026,38.1826171875
575605,38.140625
576002,38.3779296875
576502,38.1513671875
577105,38.1630859375
577502,38.1630859375
578026,38.1630859375
578583,38.1416015625
579002,38.1416015625
579543,38.1416015625
580002,38.109375
580502,38.1416015625
581026,38.1416015625
581541,38.0126953125
582051,38.130859375
582527,38.1201171875
583040,38.1201171875
583502,38.1416015625
584026,37.9375
584502,38.109375
585059,38.0673828125
585502,38.111328125
586026,38.099609375
586502,38.1123046875
587026,38.1123046875
587502,38.1123046875
588002,38.123046875
588502,38.11328125
589031,38.1025390625
589526,38.1025390625
590031,38.328125
590530,38.0263671875
591002,38.0595703125
591604,38.037109375
592026,38.166015625
592526,38.1572265625
593077,38.0595703125
593586,38.2109375
594106,38.189453125
594502,38.0380859375
595014,38.0380859375
595551,38.0185546875
596002,37.984375
596561,38.029296875
597080,38.02734375
597540,37.68359375
598026,38.0185546875
598502,38.0185546875
599089,38.115234375
599578,37.998046875
600130,38.0185546875
600502,37.986328125
601002,38.0087890625
601502,37.998046875
602002,37.9970703125
602502,38.009765625
603014,37.9765625
603502,37.9873046875
604027,37.9765625
604604,37.978515625
605002,37.9677734375
605526,37.9677734375
606026,37.966796875
606563,37.978515625
607093,37.978515625
607526,37.9560546875
608026,37.95703125
608526,37.95703125
609102,37.8935546875
609601,38.01171875
610002,37.9462890625
610502,37.958984375
611002,37.9482421875
611514,37.8828125
612027,37.9482421875
612502,37.958984375
613026,37.9482421875
613588,37.94921875
614002,37.94921875
614567,38.197265625
615029,37.94921875
615587,37.94921875
616026,37.939453125
616527,37.939453125
617026,37.939453125
617606,37.9296875
618026,37.703125
618609,37.9296875
619026,37.951171875
619526,37.9296875
620014,38.16796875
620502,37.9189453125
621002,37.9189453125
621502,37.9189453125
622072,37.919921875
622526,37.6826171875
623102,37.9091796875
623551,37.9091796875
624002,37.91015625
624580,38.0068359375
625002,37.888671875
625590,37.888671875
626100,37.888671875
626514,37.888671875
627029,37.888671875
627502,37.8779296875
628068,37.8681640625
628502,37.8681640625
629097,37.630859375
629607,37.8681640625
630057,37.857421875
630502,37.8583984375
631026,37.857421875
631545,37.84765625
632026,37.84765625
632555,37.8583984375
633074,37.8583984375
633534,37.84765625
634002,37.75
634530,37.544921875
635002,37.81640625
635603,37.8154296875
636031,37.8154296875
636527,37.837890625
637105,37.81640625
637526,37.8271484375
638002,37.81640625
638526,37.8076171875
639104,37.818359375
639570,37.8076171875
640002,37.7861328125
640526,37.796875
641002,37.7861328125
641568,37.796875
642027,37.7978515625
642502,37.787109375
643026,37.7978515625
643527,37.560546875
644002,37.7978515625
644556,37.7763671875
645106,37.7763671875
645526,37.7548828125
646002,37.7666015625
646585,37.7666015625
647014,37.7548828125
647526,37.755859375
648002,37.767578125
648603,37.7548828125
649083,37.765625
649502,37.7353515625
650026,37.74609375
650526,37.7353515625
651002,37.74609375
651526,37.724609375
652002,37.7041015625
652531,37.71484375
653060,37.5302734375
653502,37.703125
654002,37.7041015625
654502,37.7021484375
655072,37.693359375
655502,37.693359375
656002,37.693359375
656526,37.68359375
657026,37.693359375
657557,37.6826171875
658077,38.1484375
658502,37.68359375
659026,37.5546875
659502,37.685546875
660105,37.673828125
660526,37.673828125
661075,37.6748046875
661584,37.6640625
662026,37.6748046875
662526,37.6748046875
663103,37.685546875
663502,37.6533203125
664014,37.67578125
664526,37.6533203125
665026,37.6533203125
665502,37.64453125
666081,37.751953125
666526,37.64453125
667027,37.6650390625
667550,37.6435546875
668002,37.65625
668526,37.64453125
669069,37.634765625
669502,37.623046875
670026,37.61328125
670502,37.61328125
671001,37.6025390625
671607,37.61328125
672002,37.65625
672527,37.4296875
673002,37.61328125
673586,37.591796875
674095,37.580078125
674595,37.5810546875
675014,37.77734375
675604,37.5712890625
676002,37.5595703125
676604,37.6796875
677027,37.6904296875
677533,37.560546875
678002,37.5615234375
678527,37.5615234375
679002,37.5625
679502,37.5517578125
680026,37.5517578125
680526,37.5517578125
681014,37.541015625
681590,37.541015625
682026,37.4013671875
682599,37.541015625
683002,37.5517578125
683514,37.541015625
684026,37.5419921875
684502,37.552734375
685002,37.521484375
685526,37.541015625
686037,37.7158203125
686526,37.521484375
687106,37.5224609375
687526,37.5224609375
688026,37.51171875
688605,37.5107421875
689002,37.521484375
689502,37.51171875
690104,37.5009765625
690502,37.51171875
691002,37.5126953125
691583,37.5126953125
692002,37.5009765625
692526,36.994140625
693026,37.4912109375
693502,37.501953125
694029,37.4814453125
694611,37.48046875
695031,37.4697265625
695502,37.4814453125
696002,37.4599609375
696502,37.6435546875
697026,37.4169921875
697559,37.08203125
698026,37.427734375
698610,37.427734375
699002,37.4384765625
699527,37.4501953125
700002,37.44921875
700607,37.439453125
701106,37.298828125
701502,37.40625
702026,37.427734375
702502,37.525390625
703105,37.4287109375
703526,37.2236328125
704094,37.4609375
704514,37.65625
705104,37.947265625
705526,38.001953125
706026,37.9912109375
706603,37.9599609375
707027,37.9375
707502,37.9599609375
708102,38.0029296875
708601,37.9921875
709002,37.9814453125
709526,37.9599609375
710002,37.94921875
710526,37.951171875
711002,37.9296875
711599,37.896484375
712014,37.908203125
712538,37.875
713002,37.994140625
713567,37.875
714005,37.875
714505,37.865234375
715087,37.865234375
715514,37.3251953125
716002,37.85546875
716502,37.8232421875
717031,37.8447265625
717589,37.8447265625
718002,37.8671875
718502,37.8232421875
719002,37.845703125
719607,37.845703125
720026,37.845703125
720526,37.8681640625
721026,37.8349609375
721502,37.845703125
722027,37.84765625
722532,37.8466796875
723002,37.84765625
723502,37.8369140625
724002,37.8154296875
724550,37.826171875
725002,37.826171875
725502,37.826171875
726099,37.8154296875
726502,37.783203125
727088,37.783203125
727526,37.783203125
728048,37.783203125
728607,37.794921875
729077,37.7734375
729526,37.7626953125
730106,37.7626953125
730526,38.0546875
731002,37.7626953125
731526,37.7626953125
732014,37.7626953125
732604,37.7841796875
733014,37.4716796875
733594,37.7626953125
734029,37.96875
734505,37.763671875
735093,37.775390625
735514,37.763671875
736014,37.7646484375
736526,37.7529296875
737002,37.7529296875
737551,37.7646484375
738026,37.75390625
738604,37.75390625
739002,37.7431640625
739526,37.75390625
740002,37.75390625
740599,37.7548828125
741002,37.7109375
741568,37.451171875
742026,37.7431640625
742502,37.732421875
743002,37.7431640625
743502,37.744140625
744002,37.7451171875
744606,37.7666015625
745026,37.72265625
745502,37.701171875
746075,37.7119140625
746575,37.7119140625
