Time (ms), Air Pressure (P)
59501,98794.3203125
60055,98795.125
60526,98795.953125
61001,98792.1796875
61603,98795.71875
62001,98795.71875
62501,98792.1796875
63032,98782.1875
63501,98789.46875
64001,98788.40625
64541,98797.359375
65001,98788.40625
65530,98785.4609375
66063,98783.5859375
66526,98785.4609375
67062,98790.875
67582,98786.296875
68014,98786.296875
68514,98792.515625
69110,98787.9296875
69527,98798.765625
70001,98788.765625
70501,98790.40625
71027,98789.5625
71501,98784.15625
72014,98791.234375
72604,98791.234375
73103,98794.515625
73526,98805.34375
74063,98799.09375
74602,98793.6796875
75102,98799.9296875
75501,98805.34375
76081,98802.640625
76501,98814.3046875
77001,98807.8203125
77599,98815.109375
78014,98809.6953125
78599,98816.78125
79098,98814.0703125
79578,98818.65625
80107,98823.03125
80537,98820.328125
81001,98821.15625
81526,98824.90625
82001,98825.734375
82536,98836.34375
83065,98837.40625
83501,98836.34375
84026,98830.09375
84584,98836.34375
85053,98834.46875
85501,98839.046875
86112,98845.296875
86529,98839.8828125
87029,98844.46875
87601,98857.7734375
88014,98857.7734375
88530,98852.359375
89103,98851.515625
89514,98851.515625
90001,98853.15625
90501,98855.0625
91078,98861.28125
91501,98850.21875
92107,98845.8671875
92607,98852.125
93001,98849.4140625
93514,98854.828125
94001,98851.0546875
94605,98851.0546875
95001,98851.0546875
95584,98855.3984375
96026,98842.921875
96526,98851.859375
97001,98848.109375
97603,98848.9140625
98102,98854.328125
98514,98854.328125
99026,98846.203125
99527,98846.203125
100026,98851.625
100550,98848.9140625
101050,98853.296875
101501,98847.875
102069,98847.875
102598,98852.21875
103001,98857.640625
103501,98852.21875
104001,98853.859375
104547,98846.8046875
105001,98853.859375
105501,98859.28125
106031,98856.5703125
106605,98860.109375
107026,98856.5703125
107558,98854.6953125
108026,98853.625
108501,98854.4296875
109107,98850.078125
109501,98844.6640625
110106,98850.921875
110501,98845.5
111001,98846.296875
111527,98844.6640625
112080,98846.0625
112501,98843.359375
113030,98848.5390625
113599,98840.40625
114001,98840.40625
114514,98839.34375
115029,98832.515625
115567,98829.0078125
116001,98838.53125
116607,98836.625
117026,98839.34375
117536,98836.625
118026,98840.171875
118605,98847.234375
119026,98841.8125
119501,98835.59375
120001,98845.359375
120501,98845.359375
121001,98848.0625
121527,98845.359375
122102,98843.453125
122552,98843.453125
123026,98838.03125
123526,98838.03125
124041,98836.15625
124501,98839.703125
125070,98842.171875
125501,98830.5
126005,98842.171875
126514,98837.796875
127029,98841.34375
127526,98839.46875
128001,98831.34375
128526,98831.34375
129046,98835.6875
129501,98831.0703125
130001,98833.78125
130545,98831.0703125
131014,98832.9765625
131604,98830.265625
132034,98827.3203125
132603,98834.609375
133103,98827.3203125
133533,98832.7421875
134072,98837.09375
134501,98833.546875
135001,98822.703125
135571,98830.03125
136091,98835.1796875
136600,98834.140625
137026,98832.234375
137501,98834.9453125
138026,98826.8125
138569,98833.0703125
139001,98824.109375
139567,98826.8125
140107,98819.5234375
140501,98822.234375
141001,98819.5234375
141536,98824.703125
142001,98820.0859375
142501,98819.28125
143026,98824.703125
143527,98821.15625
144027,98824.703125
144534,98812.796875
145001,98819.046875
145526,98815.5
146030,98811.71875
146602,98814.4296875
147001,98814.4296875
147601,98815.265625
148029,98817.96875
148526,98815.265625
149103,98808.7734375
149527,98816.90625
150093,98823.9609375
150569,98822.921875
151026,98815.828125
151526,98815.828125
152108,98813.71875
152607,98810.171875
153001,98818.296875
153606,98817.234375
154106,98819.9375
154526,98819.9375
155026,98825.359375
155526,98820.78125
156094,98820.78125
156501,98822.65625
157103,98823.25
157526,98829.46875
158027,98833.25
158592,98829.46875
159072,98830.3125
159526,98821.34375
160026,98833.8515625
160527,98830.3125
161070,98829.234375
161526,98825.71875
162026,98824.6484375
162599,98822.7734375
163001,98825.484375
163598,98823.578125
164001,98824.40625
164607,98821.703125
165037,98816.28125
165586,98817.921875
166001,98810.859375
166504,98814.375
167031,98815.203125
167526,98817.921875
168038,98807.90625
168501,98811.421875
169027,98809.78125
169526,98807.90625
170106,98809.546875
170526,98801.421875
171001,98807.640625
171601,98811.1875
172071,98808.46875
172527,98806.359375
173001,98808.0
173526,98799.03125
174099,98808.796875
174501,98806.09375
175089,98807.15625
175588,98813.421875
176001,98811.78125
176501,98801.734375
177001,98809.6328125
177501,98807.7578125
178106,98801.5
178546,98804.2109375
179001,98801.265625
179526,98804.7734375
180105,98802.0625
180501,98802.0625
181034,98801.265625
181603,98799.359375
182001,98796.640625
182602,98804.5390625
183001,98801.828125
183532,98805.375
184001,98811.625
184571,98805.375
185026,98808.078125
185501,98804.296875
186090,98804.296875
186530,98800.515625
187089,98803.21875
187569,98802.1875
188001,98801.34375
188501,98807.609375
189001,98803.8203125
189526,98805.6953125
190037,98811.953125
190576,98806.53125
191036,98800.2734375
191526,98800.2734375
192026,98805.453125
192501,98810.875
193001,98803.578125
193534,98805.453125
194001,98804.3828125
194533,98797.078125
195026,98806.0546875
195526,98799.796875
196026,98798.71875
196501,98801.4375
197101,98801.4375
197600,98797.6484375
198001,98803.0703125
198501,98805.78125
199001,98797.6484375
199589,98800.1171875
200026,98802.828125
200501,98805.546875
201001,98809.0859375
201607,98795.53125
202001,98800.953125
202527,98790.90625
203001,98787.15625
203576,98793.3828125
204076,98804.2265625
204501,98799.640625
205001,98805.890625
205604,98811.3125
206104,98805.890625
206603,98805.0625
207029,98799.640625
207501,98799.3984375
208001,98802.9140625
208575,98793.96875
209001,98789.359375
209604,98790.21875
210001,98789.140625
210526,98797.28125
211026,98788.34375
211501,98787.265625
212001,98790.78125
212589,98793.5
213001,98791.6171875
213501,98793.25
214108,98794.0859375
214501,98791.375
215026,98782.40625
215501,98794.0859375
216001,98792.203125
216605,98794.6484375
217026,98791.140625
217526,98791.9375
218104,98787.34375
218501,98787.34375
219001,98790.0625
219526,98785.46875
220103,98787.34375
220526,98776.5
221072,98785.203125
221526,98777.890625
222026,98785.203125
222591,98789.578125
223026,98790.375
223501,98793.09375
224026,98784.390625
224526,98788.5
225001,98785.7890625
225526,98783.90625
226098,98787.421875
226501,98788.265625
227029,98779.296875
227540,98784.46875
228106,98787.1875
228606,98783.640625
229001,98783.640625
229526,98783.3984375
230001,98784.234375
230501,98786.9453125
231107,98789.4140625
231501,98789.4140625
232027,98785.03125
232501,98780.4453125
233026,98787.5
233526,98787.5
234001,98783.75
234571,98786.4609375
235031,98785.3828125
235600,98785.3828125
236026,98790.8125
236501,98791.890625
237001,98780.765625
237599,98786.1875
238098,98783.4765625
238608,98789.4921875
239108,98791.375
239607,98784.8671875
240001,98782.15625
240501,98788.65625
241026,98790.296875
241501,98784.8671875
242026,98782.15625
242605,98787.34375
243001,98782.9921875
243501,98785.4609375
244034,98784.3828125
244514,98786.296875
245073,98781.671875
245526,98782.5
246102,98783.3125
246501,98783.3125
247091,98782.265625
247501,98786.859375
248094,98784.9765625
248527,98779.546875
249027,98782.265625
249501,98786.609375
250026,98785.78125
250501,98784.703125
251001,98784.703125
251568,98781.1875
252026,98780.9453125
252501,98781.75
253037,98787.171875
253536,98781.5
254076,98781.75
254526,98788.84375
255014,98786.9296875
255604,98786.9296875
256001,98784.21875
256574,98785.046875
257001,98783.9765625
257527,98789.3984375
258103,98791.03125
258501,98791.03125
259102,98793.75
259601,98794.578125
260001,98791.875
260601,98791.875
261026,98791.875
261526,98787.25
262027,98798.9375
262514,98797.0546875
263099,98792.4296875
263501,98797.859375
264027,98791.390625
264501,98797.609375
265026,98793.265625
265501,98790.3125
266066,98796.5390625
266505,98807.390625
267001,98799.25
267565,98799.25
268078,98806.34375
268604,98807.140625
269026,98807.140625
269527,98807.140625
270026,98807.984375
270501,98805.0234375
271026,98802.3125
271592,98802.3125
272052,98811.25
272501,98805.0234375
273061,98802.0703125
273601,98806.65625
274040,98804.78125
274526,98803.703125
275099,98804.78125
275539,98804.78125
276089,98806.421875
276578,98808.0546875
277048,98802.625
277501,98810.765625
278107,98807.8125
278577,98806.9765625
279001,98805.09375
279501,98808.609375
280027,98801.3125
280585,98811.328125
281001,98805.09375
281501,98805.65625
282074,98815.46875
282501,98810.28125
283083,98810.0390625
283501,98809.203125
284093,98816.265625
284602,98808.125
285026,98813.5546875
285561,98810.0390625
286029,98817.90625
286526,98811.4296875
287014,98806.0
287580,98814.140625
288099,98818.5
288609,98813.0625
289082,98813.0625
289501,98811.15625
290026,98813.875
290501,98817.421875
291047,98814.46875
291526,98818.015625
292076,98808.203125
292526,98819.0546875
293065,98813.3828125
293526,98813.3828125
294001,98816.9296875
294604,98806.875
295001,98817.734375
295501,98814.78125
296043,98813.9765625
296527,98809.34375
297026,98812.0625
297501,98813.9765625
298001,98815.609375
298501,98815.609375
299001,98813.6953125
299570,98817.25
300100,98819.9609375
300600,98809.109375
301079,98814.53125
301599,98810.984375
302059,98818.8828125
302501,98808.859375
303058,98812.40625
303527,98803.4375
304097,98812.40625
304501,98809.421875
305001,98810.25
305606,98812.96875
306001,98802.109375
306605,98809.171875
307095,98811.890625
307501,98813.5546875
308001,98815.4375
308526,98808.375
309030,98811.671875
309603,98818.7421875
310045,98813.3125
310501,98815.2265625
311026,98806.0
311541,98807.078125
312041,98806.0
312600,98812.265625
313100,98806.8359375
313600,98808.46875
314026,98808.46875
314526,98807.640625
315001,98809.2734375
315578,98804.921875
316078,98805.515625
316501,98813.65625
317001,98813.65625
317501,98808.2265625
318106,98802.515625
318526,98805.234375
319065,98806.90625
319526,98809.6171875
320085,98808.78125
320604,98808.5390625
321074,98811.5
321593,98806.90625
322027,98804.9921875
322501,98809.375
323001,98810.171875
323501,98810.171875
324001,98811.8125
324591,98800.953125
325001,98808.046875
325526,98813.484375
326100,98810.765625
326501,98806.140625
327029,98808.8515625
327501,98806.96875
328062,98804.25
328608,98800.4609375
329001,98795.03125
329501,98797.75
330001,98794.78125
330607,98802.09375
331066,98785.8046875
331576,98789.359375
332001,98785.8046875
332595,98792.90625
333001,98782.84375
333604,98782.59375
334027,98785.3125
334501,98783.6796875
335001,98783.4375
335501,98789.6640625
336001,98789.6640625
336602,98784.234375
337027,98778.8046875
337571,98788.5859375
338071,98788.5859375
338501,98792.96875
339100,98790.25
339600,98788.34375
340001,98785.625
340501,98791.890625
341026,98787.2890625
341558,98785.375
342027,98790.8046875
342558,98781.578125
343026,98788.09375
343577,98786.2109375
344026,98793.28125
344606,98787.015625
345027,98787.015625
345501,98786.765625
346026,98788.6796875
346526,98794.9140625
347017,98785.96875
347505,98786.765625
348047,98793.03125
348547,98791.953125
349030,98789.234375
349501,98787.3515625
350045,98785.4375
350501,98787.3515625
351041,98782.71875
351501,98786.265625
352104,98780.59375
352501,98783.3125
353001,98778.6796875
353501,98777.875
354099,98780.34375
354526,98779.515625
355026,98774.078125
355526,98779.515625
356107,98778.4375
356501,98778.4375
357046,98781.1484375
357501,98775.46875
358027,98777.3515625
358605,98778.1875
359045,98778.1875
359501,98778.1875
360001,98781.734375
360604,98781.734375
361001,98771.671875
361603,98782.28125
362043,98776.859375
362501,98778.765625
363001,98785.0
363526,98780.40625
364001,98783.921875
364526,98783.921875
365101,98780.15625
365600,98780.15625
366100,98784.7578125
366501,98785.59375
367005,98786.390625
367578,98793.453125
368001,98790.75
368529,98790.75
369001,98798.890625
369597,98795.125
370026,98798.640625
370579,98794.296875
371026,98797.5625
371545,98804.9140625
372045,98803.828125
372501,98805.71875
373001,98809.265625
373604,98807.375
374001,98815.53125
374501,98808.1875
375093,98808.1875
375527,98816.078125
376001,98807.9375
376562,98814.203125
377101,98815.0
377561,98817.71875
378001,98813.125
378526,98815.8359375
379100,98815.59375
379501,98812.875
380001,98814.7578125
380579,98807.4375
381026,98811.234375
381608,98806.609375
382098,98803.890625
382607,98806.359375
383107,98804.4765625
383501,98807.1953125
384106,98801.7578125
384501,98812.625
385001,98814.265625
385545,98812.375
386075,98809.65625
386527,98813.1796875
387001,98804.2265625
387593,98804.2265625
388046,98807.75
388593,98808.578125
389102,98810.21875
389602,98803.953125
390001,98803.953125
390501,98806.4140625
391027,98800.1875
391561,98800.1875
392104,98806.4140625
392590,98802.6171875
393089,98807.25
393501,98806.4140625
394026,98803.453125
394548,98810.515625
395027,98815.15625
395526,98810.515625
396107,98809.71875
396567,98812.4375
397106,98807.8046875
397606,98815.703125
398001,98812.9921875
398605,98816.546875
399014,98813.828125
399544,98814.90625
400026,98817.34375
400594,98820.0625
401026,98814.625
401501,98810.0234375
402043,98817.09375
402582,98813.578125
403014,98814.375
403582,98809.78125
404001,98807.0625
404501,98805.140625
405040,98811.40625
405526,98803.2578125
406001,98804.09375
406539,98807.609375
407099,98802.1796875
407501,98807.609375
408001,98809.28125
408588,98809.53125
409030,98796.5
409607,98802.765625
410051,98797.328125
410579,98805.484375
411001,98797.328125
411501,98804.3984375
412027,98799.828125
412545,98801.6796875
413001,98801.46875
413501,98800.625
414001,98796.03125
414501,98798.75
415103,98802.265625
415543,98803.09375
416082,98799.296875
416602,98806.6484375
417001,98800.125
417541,98801.21875
418001,98801.21875
418501,98801.21875
419001,98805.5625
419501,98804.484375
420039,98799.296875
420599,98801.765625
421001,98796.328125
421501,98799.8828125
422078,98791.734375
422501,98802.3515625
423107,98792.53125
423501,98802.3515625
424001,98794.203125
424527,98812.140625
425095,98803.15625
425565,98804.7890625
426045,98804.5390625
426501,98808.34375
427026,98796.640625
427501,98809.9765625
428029,98798.296875
428543,98794.75
429046,98808.09375
429612,98802.65625
430026,98799.9375
430581,98806.203125
431053,98808.09375
431561,98802.40625
432001,98796.96875
432526,98800.484375
433026,98807.84375
433501,98812.1875
434113,98801.3203125
434526,98798.6015625
435088,98811.109375
435526,98801.0703125
436001,98804.59375
436567,98804.59375
437026,98794.796875
437576,98801.0703125
438026,98795.640625
438545,98795.390625
439095,98799.984375
439501,98792.671875
440104,98794.296875
440604,98791.578125
441027,98798.65625
441527,98786.984375
442001,98794.8515625
442501,98794.8515625
443042,98798.65625
443527,98800.2890625
444042,98794.8515625
444571,98791.328125
445001,98798.40625
445526,98797.5703125
446001,98787.53125
446526,98797.3203125
447099,98790.0
447527,98795.4375
448001,98797.0703125
448501,98790.0
449031,98794.3515625
449531,98791.6328125
450029,98795.1875
450501,98794.3515625
451026,98790.546875
451526,98797.90625
452001,98794.1015625
452526,98789.5
453065,98790.296875
453501,98787.578125
454001,98787.578125
454501,98785.6953125
455026,98785.6953125
455526,98791.1328125
456001,98783.78125
456552,98790.8828125
457026,98792.765625
457501,98793.59375
458081,98788.96875
458526,98788.96875
459060,98783.53125
459600,98787.078125
460100,98787.875
460579,98787.875
461001,98793.3125
461501,98789.796875
462078,98791.4296875
462597,98792.265625
463001,98793.8984375
463527,98793.0625
464027,98788.46875
464501,98788.46875
465001,98785.7421875
465501,98786.578125
466001,98787.375
466514,98799.890625
467094,98789.015625
467501,98786.296875
468004,98789.84375
468501,98785.4921875
469083,98782.7734375
469563,98784.40625
470102,98787.9609375
470582,98785.2421875
471101,98784.15625
471551,98781.4375
472104,98785.7890625
472501,98780.3515625
473093,98779.515625
473600,98787.421875
474001,98787.421875
474526,98781.1875
475098,98781.984375
475501,98779.265625
476001,98785.28125
476526,98779.015625
477097,98771.9375
477547,98776.046875
478106,98780.6484375
478566,98789.640625
479105,98784.203125
479575,98781.484375
480001,98788.5546875
480526,98787.75
481064,98788.5546875
481564,98795.625
482044,98799.4375
482501,98796.7109375
483026,98800.265625
483526,98795.625
484027,98801.0625
484526,98802.734375
485041,98798.09375
485591,98798.09375
486001,98805.203125
486501,98802.484375
487100,98804.3671875
487501,98804.921875
488001,98808.71875
488526,98806.0
489029,98803.28125
489531,98809.5546875
490060,98806.0
490501,98816.625
491030,98808.46875
491526,98805.75
492099,98810.109375
492609,98809.015625
493001,98811.734375
493501,98808.21875
494001,98808.21875
494526,98810.9375
495026,98812.5703125
495526,98810.6875
496001,98809.8515625
496603,98808.765625
497026,98808.765625
497592,98801.4375
498001,98812.3203125
498501,98804.9921875
499051,98804.9921875
499501,98808.515625
500027,98808.265625
500501,98807.4296875
501026,98808.265625
501526,98807.4296875
502059,98806.625
502501,98807.1796875
503001,98807.1796875
503501,98804.453125
504001,98801.734375
504597,98802.5703125
505026,98806.921875
505501,98799.8515625
506106,98805.0390625
506545,98807.7578125
507027,98802.3203125
507501,98808.5625
508004,98809.390625
508526,98812.9453125
509104,98807.5078125
509514,98812.9453125
510001,98803.953125
510501,98813.75
511105,98812.65625
511575,98812.65625
512105,98806.421875
512594,98809.140625
513026,98809.9375
513580,98809.9375
514001,98806.171875
514569,98806.171875
515001,98806.96875
515501,98807.8046875
516027,98806.96875
516501,98811.328125
517098,98803.1640625
517526,98805.078125
518097,98807.8046875
518586,98805.078125
519106,98802.109375
519501,98802.109375
520001,98803.7421875
520575,98797.46875
521001,98802.90625
521526,98797.46875
522026,98804.578125
522501,98802.65625
523026,98805.375
523514,98807.046875
524026,98804.328125
524501,98803.265625
525102,98810.34375
525526,98804.90625
526041,98811.4296875
526501,98805.984375
527061,98804.0703125
527590,98802.1875
528001,98808.171875
528599,98802.984375
529001,98802.984375
529579,98803.8125
530109,98800.84375
530527,98803.5625
531026,98803.5625
531547,98801.671875
532027,98806.28125
532611,98800.84375
533076,98811.7265625
533546,98801.9296875
534027,98806.28125
534501,98798.125
535001,98803.3125
535584,98799.75
536014,98801.390625
536501,98802.21875
537103,98803.0625
537563,98800.3359375
538026,98803.0625
538602,98799.5
539026,98796.78125
539501,98806.578125
540001,98801.96875
540600,98793.8125
541101,98798.1640625
541560,98798.1640625
542040,98793.5546875
542501,98799.796875
543059,98802.515625
543539,98809.625
544001,98799.796875
544527,98801.4609375
545001,98797.90625
545607,98791.640625
546107,98797.65625
546526,98803.09375
547001,98792.2109375
547501,98800.375
548001,98801.171875
548595,98791.125
549094,98791.125
549505,98791.125
550047,98789.4921875
550530,98796.3125
551001,98789.234375
551501,98798.203125
552001,98797.40625
552595,98788.15625
553027,98795.2265625
553601,98796.3125
554027,98790.6171875
554501,98792.5078125
555001,98786.234375
555501,98789.78125
556026,98794.96875
556526,98793.3359375
557026,98791.421875
557501,98792.25
558001,98793.078125
558501,98791.421875
559001,98788.6953125
559501,98786.8125
560107,98790.359375
560576,98788.4375
561046,98783.0
561575,98790.078125
562027,98787.359375
562526,98790.90625
563026,98790.078125
563501,98791.7421875
564104,98787.1015625
564543,98792.546875
565001,98781.65625
565526,98791.453125
566092,98778.9375
566526,98786.015625
567001,98784.125
567526,98784.125
568027,98778.6875
568501,98784.953125
569029,98786.84375
569501,98788.734375
570029,98789.5625
570542,98780.3125
571001,98785.7578125
571526,98784.953125
572001,98783.875
572581,98786.59375
573001,98788.2265625
573610,98789.0546875
574057,98782.78125
574609,98775.453125
575026,98780.890625
575605,98778.96875
576001,98773.53125
576501,98778.96875
577105,98778.71875
577501,98778.71875
578026,98767.03125
578583,98778.71875
579001,98772.46875
579543,98775.1953125
580001,98779.546875
580501,98775.9921875
581026,98767.828125
581541,98774.90625
582051,98774.109375
582527,98774.109375
583040,98772.1875
583501,98778.4609375
584026,98776.5703125
584501,98774.90625
585059,98773.84375
585501,98769.203125
586026,98773.84375
586501,98779.84375
587026,98768.15625
587501,98765.4296875
588001,98772.765625
588501,98772.5078125
589031,98775.2265625
589526,98772.5078125
590031,98770.875
590529,98775.2265625
591001,98773.3125
591604,98777.1171875
592026,98768.953125
592526,98770.578125
593077,98774.140625
593582,98774.140625
594106,98768.6953125
594501,98768.6953125
595014,98772.25
595551,98768.4375
596001,98764.0859375
596561,98771.15625
597080,98772.25
597540,98767.609375
598026,98771.15625
598501,98767.3515625
599089,98771.9609375
599578,98773.625
600129,98770.0703125
600501,98772.796875
601001,98773.625
601501,98771.703125
602001,98767.3515625
602501,98770.6484375
603014,98769.8125
603501,98770.6484375
604027,98767.921875
604604,98779.359375
605001,98776.640625
605526,98775.0
606026,98782.34375
606563,98780.453125
607093,98783.96875
607526,98776.890625
608026,98775.8046875
608526,98784.796875
609102,98791.078125
609601,98785.640625
610001,98784.796875
610501,98791.8828125
611001,98782.625
611514,98785.34375
612027,98781.828125
612501,98792.7109375
613026,98785.34375
613588,98790.53125
614001,98791.375
614567,98791.375
615029,98790.53125
615587,98789.734375
616026,98794.921875
616527,98792.203125
617026,98792.203125
617606,98793.0
618026,98795.71875
618608,98795.71875
619026,98798.4453125
619526,98801.171875
620014,98803.6328125
620501,98802.0
621001,98797.359375
621501,98800.078125
622072,98804.46875
622526,98799.0234375
623102,98799.0234375
623551,98801.75
624001,98803.375
624580,98799.0234375
625001,98807.9921875
625590,98798.734375
626100,98801.453125
626514,98801.453125
627029,98804.1796875
627501,98803.375
628068,98796.84375
628501,98805.015625
629097,98802.296875
629607,98796.84375
630057,98799.5625
630501,98801.203125
631026,98794.125
631545,98799.3125
632026,98797.421875
632555,98803.125
633074,98793.03125
633534,98798.4765625
634001,98799.3125
634529,98796.5859375
635001,98795.5
635603,98794.703125
636027,98794.703125
636527,98799.859375
637105,98794.40625
637526,98799.859375
638001,98797.1328125
638526,98798.796875
639104,98806.96875
639570,98798.796875
640001,98802.3203125
640526,98799.59375
641001,98805.046875
641568,98803.15625
642027,98808.34375
642501,98803.953125
643026,98803.953125
643527,98796.625
644001,98807.5078125
644556,98804.7890625
645106,98808.34375
645526,98805.625
646001,98804.53125
646585,98807.25
647014,98803.703125
647526,98807.25
648001,98808.0859375
648603,98806.421875
649083,98803.703125
649501,98808.0859375
650026,98811.609375
650526,98801.546875
651001,98807.0
651526,98801.546875
652001,98808.625
652531,98807.796875
653060,98804.2734375
653501,98798.828125
654001,98803.1875
654501,98799.0859375
655072,98804.015625
655501,98802.09375
656001,98799.375
656526,98800.203125
657026,98797.734375
657557,98796.6484375
658077,98795.5625
658501,98789.3125
659026,98784.6640625
659501,98789.890625
660105,98790.9453125
660526,98785.5
661075,98790.71875
661584,98789.890625
662026,98793.4375
662526,98785.2734375
663103,98789.890625
663501,98790.71875
664014,98786.90625
664526,98788.828125
665026,98791.546875
665501,98793.984375
666081,98793.1875
666526,98788.5390625
667027,98787.734375
667550,98790.46875
668001,98790.203125
668526,98794.8125
669069,98798.375
669501,98792.09375
670026,98791.0
670501,98792.921875
671108,98801.8984375
671607,98796.453125
672001,98799.171875
672527,98799.171875
673001,98790.203125
673586,98790.203125
674095,98791.0
674595,98795.359375
675014,98797.828125
675604,98794.3046875
676001,98792.640625
676604,98801.640625
677027,98796.1953125
677533,98791.578125
678001,98792.3828125
678527,98797.828125
679001,98789.3984375
679501,98794.84375
680026,98788.59375
680526,98791.3203125
681014,98781.2265625
681590,98784.78125
682026,98782.859375
682599,98792.953125
683001,98782.859375
683514,98782.0625
684026,98787.25
684501,98787.25
685001,98788.046875
685526,98782.859375
686037,98782.6015625
686526,98782.6015625
687106,98782.34375
687526,98787.796875
688026,98785.0703125
688605,98788.8828125
689001,98780.7109375
689501,98784.234375
690104,98785.0703125
690501,98782.34375
691001,98784.8125
691583,98781.25
692001,98783.1796875
692526,98785.640625
693026,98782.0859375
693501,98782.0859375
694029,98786.4453125
694611,98780.1953125
695031,98782.921875
695501,98784.546875
696001,98789.1640625
696501,98790.0
697026,98781.828125
697559,98781.0
698026,98783.71875
698598,98783.71875
699001,98781.0
699527,98788.078125
700001,98787.2734375
700607,98786.1875
701106,98786.1875
701501,98788.078125
702026,98790.0
702501,98786.1875
703105,98765.2265625
703526,98768.75
704094,98764.390625
704514,98763.296875
705104,98762.5
705526,98759.78125
706026,98758.6875
706603,98767.65625
707027,98772.3046875
707501,98762.2109375
708102,98762.2109375
708601,98759.484375
709001,98762.2109375
709526,98763.875
710001,98763.875
710526,98768.234375
711001,98757.3359375
711599,98766.34375
712014,98760.890625
712538,98765.5078125
713001,98758.171875
713567,98756.2421875
714001,98761.6875
714504,98765.25
715087,98759.796875
715514,98762.5234375
716001,98758.703125
716501,98760.6015625
717027,98762.265625
717588,98767.7109375
718001,98765.7890625
718501,98762.265625
719001,98767.421875
719606,98767.421875
720026,98770.140625
720526,98771.8125
721026,98768.25
721501,98773.703125
722027,98767.15625
722532,98774.53125
723001,98767.15625
723501,98776.171875
724001,98772.609375
724550,98769.890625
725001,98769.890625
725501,98772.609375
726099,98773.4375
726501,98776.171875
727088,98778.890625
727526,98773.4375
728048,98778.0625
728607,98775.078125
729077,98775.078125
729526,98763.0859375
730106,98773.984375
730526,98768.53125
731001,98765.8125
731526,98765.0078125
732014,98766.640625
732604,98766.640625
733014,98767.734375
733594,98763.0859375
734029,98766.640625
734504,98759.296875
735093,98760.1015625
735514,98764.75
736014,98765.546875
736526,98764.75
737001,98764.75
737551,98759.0078125
738026,98765.546875
738604,98765.546875
739001,98762.828125
739526,98759.0078125
740001,98763.65625
740599,98770.734375
741001,98768.2734375
741568,98767.1796875
742026,98767.1796875
742501,98761.734375
743001,98767.1796875
743501,98765.2890625
744001,98766.125
744606,98768.84375
745026,98768.84375
745501,98766.921875
746075,98769.640625
746575,98765.03125
747001,98759.578125
747526,98765.03125
748034,98763.140625
748593,98766.65625
749033,98769.390625
749532,98768.5859375
750014,98766.65625
750501,98758.484375
751082,98769.125
751531,98763.9375
752026,98762.84375
752601,98759.3203125
753001,98764.765625
753527,98764.765625
754005,98765.5625
754589,98771.84375
755014,98767.4921875
755529,98763.671875
756051,98766.40625
756529,98773.484375
757026,98766.140625
757610,98763.4140625
758026,98763.4140625
758501,98760.6875
759001,98769.6640625
759545,98768.609375
760026,98758.765625
760575,98761.234375
761014,98764.21875
761526,98769.40625
762001,98770.234375
762584,98763.6875
763103,98768.34375
763501,98766.421875
764052,98766.421875
764572,98760.171875
765072,98763.6875
765501,98765.328125
766101,98764.265625
766501,98766.9921875
767001,98767.7890625
767526,98768.8828125
768026,98766.9921875
768526,98770.515625
